Collection,Title,IA Creator,IA Publisher,Date,URL,IA ID,IA Subject,Zones,Illustration Level,Illustration Note,General Note,Gov Doc,Fiction / Poetry / Lit Crit,Diary / Memoir
,"Recent social trends in the United States; report of the President's research committee on social trends, with a foreword by Herbert Hoover ..",President's research committee on social trends.,"New York, London, McGraw-Hill book company, inc.",1933,http://www.archive.org/details/recentsocialtren02presrich/mode/thumb?view=theater,recentsocialtren02presrich,"Social problems., United States -- Social conditions 1918-1932, United States -- Economic conditions 1918-1945",14.0,,,,,,
,Recent trends in American housing,"Wood, Edith Elmer, 1871-1945","New York, The Macmillan company",1931,http://www.archive.org/details/recenttrendsamer00woodrich/mode/thumb?view=theater,recenttrendsamer00woodrich,"Housing -- United States, Working class -- Dwellings",5.1,,,,,,
,Recent trends in rural planning,"Cole, William Earle, 1904-","New York, Prentice-Hall, inc.",1937,http://www.archive.org/details/recenttrendsinru00colerich/mode/thumb?view=theater,recenttrendsinru00colerich,"Sociology, Rural., Social problems., United States -- Social conditions.","2.7,4.1",Medium,"Maps, graphs, and tables",,,,
x,Reclamation Era and New Reclamation Era,Bureau of Reclamation,,1925-1968,"https://archive.org/details/prelinger_library?tab=collection&query=""Reclamation+Era""",,,"2.1,2.0,2.2,10.2,1.1",,,,x,,
,Reclamation of mined lands in the western coal region,"Narten, Perry F","[Reston, Va. : U.S. Geological Survey] ; Alexandria, Va. : Distribution Branch, Text Products Section, U.S. Geological Survey [distributor]",1983,http://www.archive.org/details/reclamationofmin00nartrich/mode/thumb?view=theater,reclamationofmin00nartrich,"Coal mines and mining, Abandoned mined lands reclamation","2.3,0.2,1.1",Medium,"Photos, graphs, maps",,,,
,Reclamation Record,Bureau of Reclamation,,1924,http://www.archive.org/details/reclamationrecor1415burerich/mode/thumb?view=theater,reclamationrecor1415burerich,,"4.1,4.0,2.0,1.1,2.1",Bountiful,"Photos, graphs, maps",,x,,
,Reclamation Record,Bureau of Reclamation,,1922,http://www.archive.org/details/reclamationrecor1213burerich/mode/thumb?view=theater,reclamationrecor1213burerich,,"4.1,4.0,2.0,1.1,2.1",Bountiful,"Photos, graphs, maps",,x,,
x,Recreation,National Recreation Association,,1933-1959,"https://archive.org/details/prelinger_library?tab=collection&query=""Recreation""+""National+Recreation+Association""",,,"10.0,10.4,4.2,5.0,4.1",Bountiful,"Photos, illustrations, ads",,,,
,"Recreation and delinquency, a study of five selected Chicago communities, made for the Chicago recreation commission under the supervision of its Committee on recreation and juvenile delinquency, Ernest W. Burgess ..",Chicago Recreation Commission. Committee on Recreation and Juvenile Delinquency,[Chicago] Chicago recreation commission,1942,http://www.archive.org/details/recreationanddel00chicrich/mode/thumb?view=theater,recreationanddel00chicrich,"Juvenile delinquency -- Illinois Chicago, Amusements -- Illinois Chicago","4.2,10.4,10.2,4.3",Bountiful,Tons of infographics,,x,,
,"Red, white and black; twelve stories of the South","Edmunds, Murrell, 1898-","New York, B. Ackerman, incorporated",1945,http://www.archive.org/details/redwhiteandblack00edmurich/mode/thumb?view=theater,redwhiteandblack00edmurich,"African Americans, Lynching -- Fiction, Southern States -- Fiction",0.5,,,Fiction,,x,
,Rediscovering the adolescent; a study of personality development in adolescent boys,"Dimock, Hedley Seldon, 1891-","New York, Association press",1937,http://www.archive.org/details/rediscoveringado00dimorich/mode/thumb?view=theater,rediscoveringado00dimorich,"Adolescence, Boys","10.4,10.0",Light,Some interestingly-designed infographics,,,,
,Regional factors in national planning and development. National resources committee,United States. National resources committee. [from old catalog],"[Washington, U. S. Govt. print. off.",1935,http://www.archive.org/details/regionalfactorsi1935unitrich/mode/thumb?view=theater,regionalfactorsi1935unitrich,Natural resources,"2.1,1.1",,,,x,,
,Remaking America,"Carter, John Franklin, 1897-","Boston, Houghton Mifflin company",1942,http://www.archive.org/details/remakingamerica00cartrich/mode/thumb?view=theater,remakingamerica00cartrich,"Natural resources -- United States, United States -- Civilization, United States -- Economic conditions 1918-1945, United States -- Social conditions","4.1,4.0,2.0,2.1,2.2,2.3",Medium,Photos,,,,
,Repair men may gyp you,"Riis, Roger William, 1894-","Florence, Or. : J. Patric",c1951,http://www.archive.org/details/repairmenmaygypy00riisrich/mode/thumb?view=theater,repairmenmaygypy00riisrich,,"3.0,8.4,8.6",Bountiful,Amazing illustrations here!,,,,
,Replanning small cities; six typical studies,"Nolen, John, 1869-1937","New York, B. W. Huebsch",1912,http://www.archive.org/details/replanningsmallc00nolerich/mode/thumb?view=theater,replanningsmallc00nolerich,"City planning, Art, Municipal","4.1,4.2,5.0,3.0,5.3,3.2",Medium,"City plans, roadway cross-sections",,,,
,Report for the period July 1 ... to June 30 ...,Metropolitan Water District of Southern California (Calif.),"Los Angeles, Calif. : The District",1940,http://www.archive.org/details/reportforperiodj00metrrich/mode/thumb?view=theater,reportforperiodj00metrrich,"Water-supply -- California, Water -- Storage California","0.1,2.0,4.1,2.1",Bountiful,"Photos, mainly related to the LA Aqueduct.",,x,,
,Report of Joint Fact-Finding Committee on Un-American Activities,California. Legislature. Joint Fact-Finding Committee on Un-American Activities in California,"[Sacramento, Claif.] : The Senate",1943,http://www.archive.org/details/reportofjointfac00calirich/mode/thumb?view=theater,reportofjointfac00calirich,"Communism -- California, Fascism -- California, Subversive activities -- California","10.2,10.3,11.4,11.3",,,,x,,
,Report of Joint Fact-Finding Committee on Un-American Activities,California. Legislature. Joint Fact-Finding Committee on Un-American Activities in California,"[Sacramento, Claif.] : The Senate",1947,http://www.archive.org/details/jointfactunamer00calirich/mode/thumb?view=theater,jointfactunamer00calirich,"Communism -- California, Fascism -- California, Subversive activities -- California","10.2,10.3,11.4,11.3",,,,x,,
,"Report of the Chicago land use survey directed by the Chicago Plan commission and conducted by the work projects administration, vol. 1",United States. Work projects administration. Illinois. [from old catalog],[Chicago,1942,http://www.archive.org/details/reportofchicagol02unitrich/mode/thumb?view=theater,reportofchicagol02unitrich,"Real property -- Illinois Chicago, Housing -- Illinois Chicago","0.3,4.1,1.0",Bountiful,Tons of maps!,,x,,
,"Report of the Chicago land use survey directed by the Chicago Plan commission and conducted by the work projects administration, vol. 2",United States. Work projects administration. Illinois. [from old catalog],[Chicago,1942,http://www.archive.org/details/reportofchicagol01unitrich/mode/thumb?view=theater,reportofchicagol01unitrich,"Real property -- Illinois Chicago, Housing -- Illinois Chicago","0.3,4.1,1.0",Bountiful,Tons of maps!,,x,,
,Report of the Commissioner of Indian Affairs,,,1880,http://www.archive.org/details/usindianaffairs80usdorich/mode/thumb?view=theater,usindianaffairs80usdorich,,9.5,,,,x,,
x,Report of the commissioner of Indian affairs to the secretary of the interior,United States. Bureau of Indian Affairs,Washington : GPO,1864-1918,"https://archive.org/details/prelinger_library?tab=collection&query=""Report+of+the+commissioner+of+Indian+affairs+to+the+secretary+of+the+interior""",,Indians of North America -- Government relations 1789-1869,"9.5,10.2",,,,x,,
,Report of the mayor's Push-cart commission,New York (City) Push-cart commission.,New York,1906,http://www.archive.org/details/reportofmayorspu00newyrich/mode/thumb?view=theater,reportofmayorspu00newyrich,Peddlers and peddling.,"0.4,4.1,4.2,12.2",Light,Photos of street pedlers,,x,,
,Report of the National survey of potential product capacity,National survey of potential product capacity,[New York],1935,http://www.archive.org/details/report00ofnationalnatirich/mode/thumb?view=theater,report00ofnationalnatirich,"Industries, Cost and standard of living","0.4,12.2",Light,Some graphs and charts,,x,,
,Report of the Secretary of the Interior : being part of the message and documents communicated to the two houses of Congress at the beginning of the first session of the Fifty-fourth Congress,United States. Dept. of the Interior,"Washington, D.C. : Government Printing Office",1897,http://www.archive.org/details/usindianaffairs96usdorich/mode/thumb?view=theater,usindianaffairs96usdorich,"Education, Education -- United States","10.2,9.5",,,,x,,
,"Report of the Senate Fact-Finding Committee on Un-American Activities, 1948 : Communist Front Organizations",California. Legislature. Senate. Fact-Finding Committee on Un-American Activities,Sacramento : The Senate,1948,http://www.archive.org/details/reportofsenatefa00calirich/mode/thumb?view=theater,reportofsenatefa00calirich,"Communism -- California, Fascism -- California, Subversive activities -- California","0.1,10.3,11.4,10.2",,,,x,,
,Report on a city plan for the municipalities of Oakland and Berkeley,"Hegemann, Werner, 1881-1936","[Oakland, Cal., The Kelley-Davis Co., printers]",1915,http://www.archive.org/details/reportoncityplan00hegerich/mode/thumb?view=theater,reportoncityplan00hegerich,"Art, Municipal -- California Oakland, Art, Municipal -- California Berkeley, Oakland (Calif.) -- City planning, Berkeley (Calif.) -- City planning, Berkeley (Calif.) -- Public works, Oakland (Calif.) -- Public works","0.0,4.1",Bountiful,"Photos, maps, illustrations",,,,
,Report on a game survey of the north central states,"Leopold, Aldo, 1886-1948","Madison, Wis. [Democrat printing company, printers]",1931,http://www.archive.org/details/reportongamesurv00leoprich/mode/thumb?view=theater,reportongamesurv00leoprich,"Game and game-birds -- Middle West, Game protection -- Middle West, Bird surveys -- Middle West, Mammal surveys -- Middle West","4.3,1.2,1.1,0.3",Bountiful,Lots of maps and charts,,,,
,Report on blacklisting : 1 Movies,"Cogley, John",[New York] Fund for the Republic,1956,http://www.archive.org/details/reportonblacklis00coglrich/mode/thumb?view=theater,reportonblacklis00coglrich,"Motion picture industry -- United States, Blacklisting of entertainers, Communism -- United States 1917-, Television broadcasting, Radio broadcasting","7.1,10.3",,,,,,
,Report on blacklisting: II. Radio-television,"Cogley, John",[New York] Fund for the Republic,1956,http://www.archive.org/details/reportonblack00coglrich/mode/thumb?view=theater,reportonblack00coglrich,"Radio broadcasting -- United States, Television broadcasting -- United States, Communism -- United States 1917-, Blacklisting of entertainers -- United States","7.3,7.0,10.3",,,,,,
x,Report on condition of woman and child wage-earners in the United States,United States. Bureau of Labor,"Washington, Govt. print. off.",1913,"https://archive.org/details/prelinger_library?tab=collection&query=""Report+on+condition+of+woman+and+child+wage""",,"Women -- Employment United States, Child labor -- United States","9.2,11.4,10.4,12.2",,,,x,,
x,Reports of the Immigration Commission,United States. Immigration Commission (1907-1910),Washington : Govt. Print. Off.,1911,"https://archive.org/details/prelinger_library?tab=collection&query=""Reports+of+the+Immigration+Commission""",,"Emigration and immigration, Emigration and immigration law -- United States, United States -- Emigration and immigration","0.6,8.2,5.1,10.2",,,,x,,
,Representative Phi Beta Kappa orations,"Northup, Clark Sutherland, 1872-1952","Boston, New York, Houghton Mifflin Company",1915,http://www.archive.org/details/representativeph00nortrich/mode/thumb?view=theater,representativeph00nortrich,"Speeches, addresses, etc., American","8.5,8.6",,,,,,
,Research--a national resource ..,United States. National resources committee. Science committee. [from old catalog],"Washington, U. S. Govt. print. off.",1938,http://www.archive.org/details/researchanationa1940unitrich/mode/thumb?view=theater,researchanationa1940unitrich,Research,"10.2,12.4",,,,x,,
,Research--a national resource ..,United States. National resources committee. Science committee. [from old catalog],"Washington, U. S. Govt. print. off.",1938,http://www.archive.org/details/researchanationa00unitrich/mode/thumb?view=theater,researchanationa00unitrich,Research,"10.2,12.4",,,,x,,
,Restless wave; an autobiography,"Ishigaki, Ayako, 1903-","New York, Modern Age Books",1940,http://www.archive.org/details/restlesswaveanau00ishirich/mode/thumb?view=theater,restlesswaveanau00ishirich,Japan -- Social life and customs 1912-1945,0.6,Light,A few ink drawings,,,,x
,"Return of the whole number of persons within the several districts of the United States : according to ""An act providing for the enumeration of the inhabitants of the United States,"" passed March the first, one thousand seven hundred and ninety-one [i.e. 1790]",United States,Philadelphia : Printed by Childs and Swaine,1791,http://www.archive.org/details/returnofwholenum00unitrich/mode/thumb?view=theater,returnofwholenum00unitrich,"United States -- Census, 1st,1790 Statistics, United States -- Population Statistics Early works to 1800",10.2,,,,x,,
,"Revolt in paradise, the social revolution in Hawaii after Pearl harbor","MacDonald, Alexander, 1908-","New York, S. Daye, inc",1944,http://www.archive.org/details/revoltinparadise00macdrich/mode/thumb?view=theater,revoltinparadise00macdrich,"World War, 1939-1945 -- Hawaii, Hawaii -- Economic conditions 1918-","0.2,11.0,12.2",,,,,,
,"Rhode Island, a guide to the smallest state",Federal Writers' Project. Rhode Island,"Boston, Houghton Mifflin company",1937,http://www.archive.org/details/rhodeislandguide00federich/mode/thumb?view=theater,rhodeislandguide00federich,"Rhode Island, Rhode Island -- Guidebooks","3.0,4.3,0.4",Light,A few photos,,,,
,Rhymes from the Santa Barbara hills,"Stowe, Charles Edward, b. 1850","[Montecito, Calif. : C.E. Stowe]",1920,http://www.archive.org/details/rhymesfromsantab00stowrich/mode/thumb?view=theater,rhymesfromsantab00stowrich,California -- Poetry,8.5,,,Poetry,,x,
,"Rhythms and dances for elementary schools, grades one to eight","La Salle, Dorothy","New York, A. S. Barnes and Co.",1926,http://www.archive.org/details/rhythmsdancesfor00lasarich/mode/thumb?view=theater,rhythmsdancesfor00lasarich,"Dance for children, Games with music","4.3,10.0",Bountiful,"Photos, lots of musical scores",,,,
,"Rights in concord: the response to the counter-inaugural protest activities in Washington, D.C., January 18-20, 1969; a special staff study submitted to the National Commission on the Causes and Prevention of Violence",United States. Task Force on Law and Law Enforcement,"[Washington, For sale by the Supt. of Docs., U.S. Govt. Print. Off.",1969,http://www.archive.org/details/rightsinconcordr00unitrich/mode/thumb?view=theater,rightsinconcordr00unitrich,"Nixon, Richard M. (Richard Milhous), 1913-1994, Demonstrations -- Washington (D.C.)","11.2,10.3",Bountiful,Photos of protesters and hippies,,x,,
,Roadside development,"Bennett, Jesse Merle, 1896-","New York, The Macmillan company",1929,http://www.archive.org/details/roadsidedevelopm00bennrich/mode/thumb?view=theater,roadsidedevelopm00bennrich,Roadside improvement,"3.0,4.1",Bountiful,Photos and diagrams of road layouts,,,,
,"Roadsides, the front yard of the nation","Bennett, J. M. (Jesse Merle), 1896-",Boston : Stratford Co.,c1936,http://www.archive.org/details/roadsidesfrontya00bennrich/mode/thumb?view=theater,roadsidesfrontya00bennrich,,"3.0,4.3",Medium,Photos,,,,
,Robert Merry's Museum,"Goodrich, Samuel G. (Samuel Griswold), 1793-1860, ed",Boston : Bradbury & Soden,1841-1848,http://www.archive.org/details/robertmerrysmuse06goodrich/mode/thumb?view=theater,robertmerrysmuse06goodrich,Children's periodicals,"8.6,10.1",Bountiful,Illustrations,,,,
,Rochester and Monroe County,Federal Writers' Project. New York (State),"Rochester, N.Y., Scrantom's",1937,http://www.archive.org/details/rochesterandmonr00federich/mode/thumb?view=theater,rochesterandmonr00federich,"Rochester (N.Y.) -- History, Rochester (N.Y.) -- Guidebooks, Monroe County (N.Y.), New York (State) -- Guidebooks",0.4,Light,Photos,,,,
,"Roentgens, rads and riddles","Symposium on Supervoltage Radiation Therapy (1956 : Oak Ridge, Tenn.)","[Washington, D.C.] U.S. Atomic Energy Commission",1959,http://www.archive.org/details/roentgensradsrid00symprich/mode/thumb?view=theater,roentgensradsrid00symprich,Radiotherapy,"11.1,12.3",Bountiful,"Charts, graphs, photos",,x,,
,Rolling wheels;,"Bury, Martin Harold, 1898-","Philadelphia, Dorrance",1953,http://www.archive.org/details/rollingwheels00buryrich/mode/thumb?view=theater,rollingwheels00buryrich,Automobiles,3.0,Medium,Illustrations on chapter headings,,,,
,Romance of the gateway through the Cascade Range,"Lancaster, Samuel Christopher","Portland, Or., The J. K. Gill Company",1929,http://www.archive.org/details/romanceofgateway00lancrich/mode/thumb?view=theater,romanceofgateway00lancrich,"Columbia River, Cascade Range, Columbia River Highway",0.2,Bountiful,"Photos, illustrations",,,,
,Roosevelt riddles,"[Arundel, Russell Moore], 1902- [from old catalog]","Garden City, N.Y., Doubleday, Doran & company, inc.",1936,http://www.archive.org/details/rooseveltriddles00arunrich/mode/thumb?view=theater,rooseveltriddles00arunrich,"Roosevelt, Franklin D. (Franklin Delano), 1882-1945, United States -- Politics and government 1933- [from old catalog], United States -- Economic policy. [from old catalog]","10.2,11.5,4.1",,,,,,
,"Rough Times (Volume 3, Number 5, April-May 1973)",,Prelinger Library,,http://archive.org/details/Roughtimesv3n5001/mode/thumb?view=theater,Roughtimesv3n5001,"radical psychiatry, therapy",12.1,Bountiful,Illustrations,,,,
,Running a happy family; how you can apply what business has discovered about management and human relations to make an efficient home and a happy family,"Swift, Henry",New York : Day Co.,c1960,http://www.archive.org/details/runninghappyfami00swifrich/mode/thumb?view=theater,runninghappyfami00swifrich,Family,"5.1,12.2,10.4",Medium,cartoons,Scientific Managment applied to homemaking,x,,
,Rural California,"Wickson, Edward J. (Edward James), 1848-1923","New York, The Macmillan company",1923,http://www.archive.org/details/ruralcalifornia00wickrich/mode/thumb?view=theater,ruralcalifornia00wickrich,"Agriculture -- California, Agriculture -- Economic aspects California","2.0,2.7,12.2,11.4",Light,A few maps and photos,,,,
,Rural highways of Wisconsin,"Hotchkiss, William Otis, 1878-1954","Madison, Wis., Published by the state",1906,http://www.archive.org/details/ruralhighwaysofw00hotcrich/mode/thumb?view=theater,ruralhighwaysofw00hotcrich,Roads -- Wisconsin,"3.0,4.1,0.3",,,,,,
,Rural improvement; the principles of civic art applied to rural conditions including village improvement and the betterment of the open country,"Waugh, F. A. (Frank Albert), 1869-1943","New York, Orange Judd company; [etc., etc.",1914,http://www.archive.org/details/ruralimprovement00waugrich/mode/thumb?view=theater,ruralimprovement00waugrich,"Country life, Farm life","2.7,4.1,2.0,4.0",,,,,,
,Rural migration in the United States,"Lively, Charles Elson, 1890-","Washington, U.S. Govt. Print. Off.",1939,http://www.archive.org/details/ruralmigrationin00liverich/mode/thumb?view=theater,ruralmigrationin00liverich,"Unemployed -- United States, Country life -- United States, Migration, Internal -- United States","2.7,2.0,11.4",Medium,"Maps, graphs, illustrations",,,,
,Rural roads to security; America's third struggle for freedom,"Ligutti, Luigi G","Milwaukee, The Bruce publishing company",1940,http://www.archive.org/details/ruralroadstosecu00ligurich/mode/thumb?view=theater,ruralroadstosecu00ligurich,"Country life -- United States, Sociology, Rural","2.7,4.2,11.4,2.0",Medium,"Maps, graphs, illustrations",,,,
,"Rural versus urban, their conflict and its causes; a study of the conditions affecting their natural and artificial relations","Bookwalter, John Wesley, 1837-1915. [from old catalog]","New York, The Knickerbocker press",1910,http://www.archive.org/details/ruralversusurban00bookrich/mode/thumb?view=theater,ruralversusurban00bookrich,"Cities and towns, Growth of. [from old catalog], United States -- Social conditions 1865-1918","2.7,4.2",,,,,,
,Russia without illusions,"Sloan, Pat","New York, Modern age books",c1939,http://www.archive.org/details/russiwithoutillu00sloarich/mode/thumb?view=theater,russiwithoutillu00sloarich,"Communism -- Soviet Union, Soviet Union -- Description and travel","11.4,0.6",,,,,,
,Safe and healthy living : [growing big and strong],"Andress, J. Mace (James Mace), 1881-1942",Boston : Ginn,1939,http://www.archive.org/details/safehealthylivin00andrrich/mode/thumb?view=theater,safehealthylivin00andrrich,"Hygiene, Readers -- Hygiene, Accidents -- Prevention","10.1,12.3,10.4",Bountiful,"Highly illustrated, beautiful artwork",,,,
,Safeguards for city youth at work and at play,"Bowen, Louise de Koven, b. 1859","New York, Macmillan",1914,http://www.archive.org/details/safeguardsforcit00bowerich/mode/thumb?view=theater,safeguardsforcit00bowerich,"Juvenile Protective Association of Chicago, Young men, Young women, Juvenile delinquency","10.4,4.1,4.2",,,,,,
,Safely on we go,"Matthews, James Carl, 1901-","Dallas, B. Upshaw and company",c1938,http://www.archive.org/details/safelyonwego00mattrich/mode/thumb?view=theater,safelyonwego00mattrich,Accidents -- Prevention,"10.1,3.0,3.2",Bountiful,Many small illustrations,,,,
,"Safety first for children, a reader for city schools that will help to prevent fires and accidents","Veit, Benjamin, 1867-","New York City, Noble and Noble",c1925,http://www.archive.org/details/safetyfirstforch00veitrich/mode/thumb?view=theater,safetyfirstforch00veitrich,"Safety education, Fire prevention","10.1,3.0,3.2",Bountiful,Really nice 4-color illustrations in the first half.,,,,
,Samantha at the St. Louis Exposition,"Holley, Marietta, 1836-1926",New York : G.W. Dillingham Company,1904,http://www.archive.org/details/samanthaatstloui00hollrich/mode/thumb?view=theater,samanthaatstloui00hollrich,"Louisiana Purchase Exposition (1904 : Saint Louis, Mo.)","0.5,10.1",,,Fiction. Children's book set at the St. Louis Expo.,,x,
,San Francisco : west coast metropolis,"Rosskam, Edwin, 1903-","New York : Toronto : Alliance Book Corp., Longmans, Green and Co.",c1939,http://www.archive.org/details/sanfranciscowest00rossrich/mode/thumb?view=theater,sanfranciscowest00rossrich,San Francisco (Calif.) -- Description and travel,"0.0,4.2,5.3",Bountiful,Tons of photos,,,,
,San Francisco and Bay counties telephone directory,Pacific Telephone and Telegraph Company,"[San Francisco, Calif.] : Pacific Telephone and Telegraph Co",1917,http://www.archive.org/details/sanfranciscobayaug1938pacirich/mode/thumb?view=theater,sanfranciscobayaug1938pacirich,"San Francisco (Calif.) -- Telephone directories, Oakland (Calif.) -- Telephone directories, San Francisco Bay Area (Calif.) -- Telephone directories","0.0,7.4",,,,,,
x,San Francisco Cinematheque Program Notes,San Francisco Cinematheque,,1987-1999,"https://archive.org/details/prelinger_library?tab=collection&query=""San+Francisco+Cinematheque+Program+Notes""",,,"7.1,0.0",,,,,x,
,"San Francisco Municipal reports for the fiscal year 1895-96, ending June 30, 1896",San Francisco (Calif.). Board of Supervisors,San Francisco : Hinton Printing Company,1896,http://www.archive.org/details/excerptsfromsanf00sanfrich/mode/thumb?view=theater,excerptsfromsanf00sanfrich,"Earthquakes -- California -- San Francisco, Fires -- California -- San Francisco",0.0,,,,,,
,San Francisco or Mission Dolores,"Engelhardt, Zephyrin, 1851-1934","Chicago, Ill., Franciscan herald press",1924,http://www.archive.org/details/sanfranciscoormi00engerich/mode/thumb?view=theater,sanfranciscoormi00engerich,"San Francisco de Asís Mission (San Francisco, Calif.)",0.0,Medium,illustrations,,,,
,"San Francisco relief survey; the organization and methods of relief used after the earthquake and fire of April 18, 1906","O'Connor, Charles James, 1870-","New York, Survey Associates",1913,http://www.archive.org/details/sanfranciscoreli00oconrich/mode/thumb?view=theater,sanfranciscoreli00oconrich,"Working class -- Dwellings, Labor and laboring classes -- California San Francisco, San Francisco Earthquake, Calif., 1906, San Francisco (Calif.) -- Charities","0.0,4.1",Medium,Photos,,,,
,San Francisco today,San Francisco Unified School District. Elementary School Dept,"San Francisco, Calif. : San Francisco Unified School District",c1948,http://www.archive.org/details/sanfranciscotoda00sanfrich/mode/thumb?view=theater,sanfranciscotoda00sanfrich,San Francisco (Calif.) -- Description and travel Juvenile literature,"0.0,10.1",Medium,"Short book, but really nice one-color illustrations",,,,
,"San Francisco, the bay and its cities",Writers' Program. California,"New York, Hastings House",1940,http://www.archive.org/details/sanfranciscobaya00writrich/mode/thumb?view=theater,sanfranciscobaya00writrich,"San Francisco (Calif.) -- Guidebooks, San Francisco Bay Area (Calif.)","0.0,11.5",Medium,"Photos, maps",,,,
,San Francisco's Laurel Hill,"Hart, Ann Clark",San Francisco,1940,http://www.archive.org/details/sfranciscoslaure00hartrich/mode/thumb?view=theater,sfranciscoslaure00hartrich,"Laurel Hill Cemetery (San Francisco, Calif.), Historic sites -- California San Francisco, Cemeteries -- California San Francisco","4.1,0.0",Medium,Short book with many photos,,,,
,"Sandwich shops, drive-ins, and diners; how to start and operate them successfully","Garfunkel, Louis X.","New York, Greenberg",c1955,http://www.archive.org/details/sandwichshopsdri00garfrich/mode/thumb?view=theater,sandwichshopsdri00garfrich,Restaurants,"8.1,12.2",Light,"Butchering illustrations, suggested diner layouts",,,,
,Sanitation and physiology; being primer of sanitation and human physiology in one volume,"Ritchie, John W. (John Woodside), 1871-1943","Yonkers-on-Hudson, N.Y., World book company",1920,http://www.archive.org/details/sanitation00physioritcrich/mode/thumb?view=theater,sanitation00physioritcrich,"Physiology, Hygiene","12.3,10.1",Bountiful,"Illustrations, diagrams, graphs",,,,
,Savage survivals,"Moore, J. Howard (John Howard), b. 1862","Chicago, Kerr",1916,http://www.archive.org/details/savagesurvivals00moorrich/mode/thumb?view=theater,savagesurvivals00moorrich,"Ethics, Evolutionary, Evolution, Sociology","1.2,12.5",Medium,Many small illustrations,,,,
,"Scenes of wonder & curiosity from Hutchings' California magazine, 1856-1861","Olmsted, Roger R., 1927-1981, ed","Berkeley, Calif., Howell-North",1962,http://www.archive.org/details/scenesofwondercu00olmsrich/mode/thumb?view=theater,scenesofwondercu00olmsrich,"California -- Description and travel, California -- Social life and customs",0.1,Bountiful,Line drawings,,,,
,School hygiene,"Shaw, Edward R. (Edward Richard), 1855-1903","New York, The Macmillan company; London, Macmillan & co., ltd.",1901,http://www.archive.org/details/schoolhygiene00shawrich/mode/thumb?view=theater,schoolhygiene00shawrich,School hygiene,10.0,Light,Diagrams,,,,
,School yearbook editing and management,"Medlin, Calvin J","Ames, Iowa State College Press",c1956,http://www.archive.org/details/schoolyearbooked00medlrich/mode/thumb?view=theater,schoolyearbooked00medlrich,College and school journalism,10.0,Bountiful,It's basically a demo yearbook,,,,
,"Science of home and community, a text-book in general science","Trafton, Gilbert H. (Gilbert Haven), 1874-","New York, The Macmillan company",1919,http://www.archive.org/details/scienceofhomecom00trafrich/mode/thumb?view=theater,scienceofhomecom00trafrich,"Science, Technology, Home economics","12.4,5.2,10.4",Bountiful,Many small illustrations,,,,
,Science on the march,"Clark, John Anson","Boston, New York [etc.] Houghton Mifflin company",c1943,http://www.archive.org/details/scienceonmarch00clarrich/mode/thumb?view=theater,scienceonmarch00clarrich,Science -- Study and teaching,"12.4,10.1,11.0",Bountiful,Photos and illustrations,,,,
,Science remakes our world,"Stokley, James, 1900-1990","New York, I Washburn",1942,http://www.archive.org/details/scienceremakesou00stokrich/mode/thumb?view=theater,scienceremakesou00stokrich,"Technology, Chemistry, Technical","12.4,10.1",Medium,Some scientific illustrations,,,,
,Scientific American reference book,"Hopkins, Albert Allis, 1869-","New York, Munn",1905,http://www.archive.org/details/scientificameric00hopkrich/mode/thumb?view=theater,scientificameric00hopkrich,Encyclopedias and dictionaries,13.10,Bountiful,ALL KINDS of stuff in here.,,,,
,Scientific investigation and physical evidence; a handbook for investigators,"Jones, Leland V","Springfield, Ill., C.C. Thomas",1959,http://www.archive.org/details/scientificinvest00jonerich/mode/thumb?view=theater,scientificinvest00jonerich,Criminal investigation,"10.1,10.2",Bountiful,Photographs detailing how to analyze for evidence,,,,
,Scientific Monthly,J. McKeen Kattell,,1921,http://www.archive.org/details/scientificmonthl14jmckrich/mode/thumb?view=theater,scientificmonthl14jmckrich,,12.4,Medium,Various,,,,
,"Screen and projector in Christian education; how to use motion pictures and projected still pictures in worship, study, and recreation","Janes, Hugh Paul, 1899-","Philadelphia, The Westminster press",1932,http://www.archive.org/details/screenandproject00janerich/mode/thumb?view=theater,screenandproject00janerich,"Visual education, Motion pictures in education, Religious education","10.0,7.2",Light,A few technical illustrations,,,,
x,Scribner's Magazine,"Burlingame, Edward L. (Edward Livermore), 1848-1922, ed",New York : Charles Scribners Sons,1887-1929,"https://archive.org/details/prelinger_library?tab=collection&query=""Scribner's+Magazine""",,American periodicals,13.10,Medium,Illustrations,,,x,
,Second book in English for coming citizens,"Goldberger, Henry Harold, 1878-","New York, C. Scribner's Sons",c1921,http://www.archive.org/details/secondbookinengl00goldrich/mode/thumb?view=theater,secondbookinengl00goldrich,English language,"10.1,8.5",Bountiful,"Mostly line drawings, some photos",,,,
,Secret armies; the new technique of Nazi warfare,"Spivak, John L. (John Louis), b. 1897","New York, Modern age books, inc",c1939,http://www.archive.org/details/secretarmiesb00spivrich/mode/thumb?view=theater,secretarmiesb00spivrich,"Secret service -- Germany, Propaganda, German","11.0,0.6",,,,,,
,"Secret history of the French under Richelieu and Mazarin or, Life and time of Madame de Chevreuse","Cousin, Victor, 1792-1867","New York, Delisser & Procter",1859,http://www.archive.org/details/secrethistoryoff00cousrich/mode/thumb?view=theater,secrethistoryoff00cousrich,"Chevreuse, Marie de Rohan, duchesse de, 1600-1679, France -- Court and courtiers","0.6,9.2",,,,,,
